gen_ob_id,for_project,by_member,date_created,notes
4041,Euplatypus Project (Dummy Data),11,7/11/22,"M1_21432, Andre mycangia, from beetle record #37763"
4042,Euplatypus Project (Dummy Data),11,7/11/22,"M1_21420, Andre mycangia, from beetle record #37761"
4043,Euplatypus Project (Dummy Data),11,7/11/22,"M1_21426, Andre mycangia, from beetle record #37762"
4044,Euplatypus Project (Dummy Data),11,7/11/22,"M2_21396, Andre mycangia, from beetle record #37757"
4045,Euplatypus Project (Dummy Data),11,7/11/22,"M2_21398, Andre mycangia, from beetle record #37757"
4046,Euplatypus Project (Dummy Data),11,7/11/22,"M3_21402, Andre mycangia, from beetle record #37758"
4047,Euplatypus Project (Dummy Data),11,7/11/22,"M3_21404, Andre mycangia, from beetle record #37758"
4048,Euplatypus Project (Dummy Data),11,7/11/22,"M3_21426, Andre mycangia, from beetle record #37762"
4049,Euplatypus Project (Dummy Data),11,7/11/22,"M4_21426, Andre mycangia, from beetle record #37762"
4050,Euplatypus Project (Dummy Data),11,7/11/22,"M3_21420, Andre mycangia, from beetle record #37761"
4051,Euplatypus Project (Dummy Data),11,7/11/22,"M4_21420, Andre mycangia, from beetle record #37761"
4052,Euplatypus Project (Dummy Data),11,7/11/22,"M3_21408, Andre mycangia, from beetle record #37759"
4053,Euplatypus Project (Dummy Data),11,7/11/22,"M3_21414, Andre mycangia, from beetle record #37760"
4054,Euplatypus Project (Dummy Data),11,7/11/22,"M3_21416, Andre mycangia, from beetle record #37760"
4055,Euplatypus Project (Dummy Data),11,7/11/22,"M4_21404, Andre mycangia, from beetle record #37758"
4056,Euplatypus Project (Dummy Data),11,7/11/22,"M1_21494, Andre mycangia, from beetle record #37774"
4057,Euplatypus Project (Dummy Data),11,7/11/22,"M2_21494, Andre mycangia, from beetle record #37774"
4058,Euplatypus Project (Dummy Data),11,7/11/22,"M1_21488, Andre mycangia, from beetle record #37773"
4059,Euplatypus Project (Dummy Data),11,7/11/22,"M2_21488, Andre mycangia, from beetle record #37773"
4060,Euplatypus Project (Dummy Data),11,7/11/22,"M2_21440, Andre mycangia, from beetle record #37764"
4061,Euplatypus Project (Dummy Data),11,7/11/22,"M3_21380, Andre mycangia, from beetle record #37754"
4062,Euplatypus Project (Dummy Data),11,7/11/22,"M3_21378, Andre mycangia, from beetle record #37754"
4063,Euplatypus Project (Dummy Data),11,7/11/22,"M1_21480, Andre mycangia, from beetle record #37772"
4064,Euplatypus Project (Dummy Data),11,7/11/22,"M1_21486, Andre mycangia, from beetle record #37773"
4065,Euplatypus Project (Dummy Data),11,7/11/22,"M1_21482, Andre mycangia, from beetle record #37772"
4066,Euplatypus Project (Dummy Data),11,7/11/22,"M2_21482, Andre mycangia, from beetle record #37772"
4067,Euplatypus Project (Dummy Data),11,7/11/22,"M3_21436, Andre mycangia, from beetle record #37764"
4068,Euplatypus Project (Dummy Data),11,7/11/22,"M2_21446, Andre mycangia, from beetle record #37765"
4069,Euplatypus Project (Dummy Data),11,7/11/22,"M1_21444, Andre mycangia, from beetle record #37765"
4070,Euplatypus Project (Dummy Data),11,7/11/22,"M1_21446, Andre mycangia, from beetle record #37765"
4071,Euplatypus Project (Dummy Data),11,7/11/22,"M2_21376, Andre mycangia, from beetle record #37754"
4072,Euplatypus Project (Dummy Data),11,7/11/22,"M2_21383, Andre mycangia, from beetle record #37755"
4073,Euplatypus Project (Dummy Data),11,7/11/22,"M2_21389, Andre mycangia, from beetle record #37756"
4074,Euplatypus Project (Dummy Data),11,7/11/22,"M3_21389, Andre mycangia, from beetle record #37756"
4075,Euplatypus Project (Dummy Data),11,7/11/22,"M1_21408, Andre mycangia, from beetle record #37759"
4076,Euplatypus Project (Dummy Data),11,7/11/22,"M4_21410, Andre mycangia, from beetle record #37759"
4077,Euplatypus Project (Dummy Data),11,7/11/22,"M1_21414, Andre mycangia, from beetle record #37760"
4078,Euplatypus Project (Dummy Data),11,7/11/22,"M1_21416, Andre mycangia, from beetle record #37760"
4079,Euplatypus Project (Dummy Data),11,7/11/22,"M6_21431, Andre mycangia, from beetle record #37763"
4080,Euplatypus Project (Dummy Data),11,7/11/22,"M4_21386, Andre mycangia, from beetle record #37755"
4081,Euplatypus Project (Dummy Data),11,7/11/22,"M4_21380, Andre mycangia, from beetle record #37754"
4082,Euplatypus Project (Dummy Data),11,7/11/22,"M4_21384, Andre mycangia, from beetle record #37755"
4083,Euplatypus Project (Dummy Data),11,7/11/22,"M7_21401, Andre mycangia, from beetle record #37758"
4084,Euplatypus Project (Dummy Data),11,7/11/22,"M3_21376, Andre mycangia, from beetle record #37754"
4085,Euplatypus Project (Dummy Data),11,7/11/22,"M6_21376, Andre mycangia, from beetle record #37754"
4086,Euplatypus Project (Dummy Data),11,7/11/22,"M8_21389, Andre mycangia, from beetle record #37756"
4087,Euplatypus Project (Dummy Data),11,7/11/22,"M2_21431, Andre mycangia, from beetle record #37763"
4088,Euplatypus Project (Dummy Data),11,7/11/22,"M1_21438, Andre mycangia, from beetle record #37764"
4089,Euplatypus Project (Dummy Data),11,7/11/22,"M2_21438, Andre mycangia, from beetle record #37764"
4090,Euplatypus Project (Dummy Data),11,7/11/22,"M2_21425, Andre mycangia, from beetle record #37762"
4091,Euplatypus Project (Dummy Data),11,7/11/22,"M3_21428, Andre mycangia, from beetle record #37762"
4092,Euplatypus Project (Dummy Data),11,7/11/22,"M3_21432, Andre mycangia, from beetle record #37763"
4093,Euplatypus Project (Dummy Data),11,7/11/22,"M2_21407, Andre mycangia, from beetle record #37759"
4094,Euplatypus Project (Dummy Data),11,7/11/22,"M2_21413, Andre mycangia, from beetle record #37760"
4095,Euplatypus Project (Dummy Data),11,7/11/22,"M2_21419, Andre mycangia, from beetle record #37761"
4096,Euplatypus Project (Dummy Data),11,7/11/22,"M2_21401, Andre mycangia, from beetle record #37758"
4097,Euplatypus Project (Dummy Data),11,7/11/22,"M5_21384, Andre mycangia, from beetle record #37755"
4098,Euplatypus Project (Dummy Data),11,7/11/22,"M3_21384, Andre mycangia, from beetle record #37755"
4099,Euplatypus Project (Dummy Data),11,7/11/22,"M4_21432, Andre mycangia, from beetle record #37763"
4100,Euplatypus Project (Dummy Data),11,7/11/22,"M3_21386, Andre mycangia, from beetle record #37755"
4101,Euplatypus Project (Dummy Data),11,7/11/22,"M4_21390, Andre mycangia, from beetle record #37756"
4102,Euplatypus Project (Dummy Data),11,7/11/22,"M6_21404, Andre mycangia, from beetle record #37758"
4103,Euplatypus Project (Dummy Data),11,7/11/22,"M5_21402, Andre mycangia, from beetle record #37758"
4104,Euplatypus Project (Dummy Data),11,7/11/22,"M3_21398, Andre mycangia, from beetle record #37757"
4105,Euplatypus Project (Dummy Data),11,7/11/22,"M1_21404, Andre mycangia, from beetle record #37758"
4106,Euplatypus Project (Dummy Data),11,7/11/22,"M6_21384, Andre mycangia, from beetle record #37755"
4107,Euplatypus Project (Dummy Data),11,7/11/22,"M7_21390, Andre mycangia, from beetle record #37756"
4108,Euplatypus Project (Dummy Data),11,7/11/22,"M5_21378, Andre mycangia, from beetle record #37754"
4109,Euplatypus Project (Dummy Data),11,7/11/22,"M1_21386, Andre mycangia, from beetle record #37755"
4110,Euplatypus Project (Dummy Data),11,7/11/22,"M3_21482, Andre mycangia, from beetle record #37772"
4111,Euplatypus Project (Dummy Data),11,7/11/22,"M4_21446, Andre mycangia, from beetle record #37765"
4112,Euplatypus Project (Dummy Data),11,7/11/22,"M3_21470, Andre mycangia, from beetle record #37770"
4113,Euplatypus Project (Dummy Data),11,7/11/22,"M4_21476, Andre mycangia, from beetle record #37771"
8227,Euplatypus Project (Dummy Data),11,7/1/22,"M4_21408, Andre mycangia; same as slantVial 18466"
8228,Euplatypus Project (Dummy Data),11,7/1/22,"M1_21410, Andre mycangia; same as slantVial 18465"
8229,Euplatypus Project (Dummy Data),11,7/1/22,"M3_21434, Andre mycangia; same as slantVial 18464"
8230,Euplatypus Project (Dummy Data),11,7/1/22,"M5_21426, Andre mycangia; same as slantVial 18463"
8231,Euplatypus Project (Dummy Data),11,7/1/22,"M1_21462, Andre mycangia; same as slantVial 18462"
8232,Euplatypus Project (Dummy Data),11,7/1/22,"M1_21464, Andre mycangia; same as slantVial 18461"
8233,Euplatypus Project (Dummy Data),11,7/1/22,"M1_21458, Andre mycangia; same as slantVial 18460"
8234,Euplatypus Project (Dummy Data),11,7/1/22,"M1_21456, Andre mycangia; same as slantVial 18459"
8235,Euplatypus Project (Dummy Data),11,6/29/22,"M3_21488, Andre mycangia; same as slantVial 18458"
8236,Euplatypus Project (Dummy Data),11,6/29/22,"M3_21476, Andre mycangia; same as slantVial 18457"
8237,Euplatypus Project (Dummy Data),11,6/29/22,"M3_21494, Andre mycangia; same as slantVial 18456"
8238,Euplatypus Project (Dummy Data),11,6/29/22,"M4_21416, Andre mycangia; same as slantVial 18455"
8239,Euplatypus Project (Dummy Data),11,6/29/22,"M4_21482, Andre mycangia; same as slantVial 18454"
8240,Euplatypus Project (Dummy Data),11,6/29/22,"M4_21434, Andre mycangia; same as slantVial 18453"
8241,Euplatypus Project (Dummy Data),11,6/29/22,"M6_21380, Andre mycangia; same as slantVial 18452"
8242,Euplatypus Project (Dummy Data),11,6/29/22,"M5_21434, Andre mycangia; same as slantVial 18451"
8243,Euplatypus Project (Dummy Data),11,6/29/22,"M5_21486, Andre mycangia; same as slantVial 18450"
8244,Euplatypus Project (Dummy Data),11,6/29/22,"M3_21446, Andre mycangia; same as slantVial 18449"
8245,Euplatypus Project (Dummy Data),11,6/29/22,"M6_21488, Andre mycangia; same as slantVial 18448"
8246,Euplatypus Project (Dummy Data),11,6/29/22,"M4_21486, Andre mycangia; same as slantVial 18447"
8247,Euplatypus Project (Dummy Data),11,6/29/22,"M2_21476, Andre mycangia; same as slantVial 18446"
8248,Euplatypus Project (Dummy Data),11,6/29/22,"M1_21470, Andre mycangia; same as slantVial 18445"
8249,Euplatypus Project (Dummy Data),11,6/29/22,"M2_21470, Andre mycangia; same as slantVial 18444"
8250,Euplatypus Project (Dummy Data),11,6/29/22,"M1_21476, Andre mycangia; same as slantVial 18443"
8251,Euplatypus Project (Dummy Data),11,6/29/22,"M4_21476, Andre mycangia; same as slantVial 18442"
8252,Euplatypus Project (Dummy Data),11,7/20/22,"Tried PCR direct from plate, so no physical DNA extraction sample; same as slantVial 18442"
8253,Euplatypus Project (Dummy Data),11,6/29/22,"M3_21470, Andre mycangia; same as slantVial 18441"
8254,Euplatypus Project (Dummy Data),11,6/29/22,"M4_21446, Andre mycangia; same as slantVial 18440"
8255,Euplatypus Project (Dummy Data),11,6/29/22,"M3_21482, Andre mycangia; same as slantVial 18439"
8256,Euplatypus Project (Dummy Data),11,7/20/22,"Tried PCR direct from plate, so no physical DNA extraction sample; same as slantVial 18439"
8257,Euplatypus Project (Dummy Data),11,6/29/22,"M1_21386, Andre mycangia; same as slantVial 18438"
8258,Euplatypus Project (Dummy Data),11,6/29/22,"M5_21378, Andre mycangia; same as slantVial 18437"
8259,Euplatypus Project (Dummy Data),11,6/29/22,"M7_21390, Andre mycangia; same as slantVial 18436"
8260,Euplatypus Project (Dummy Data),11,6/29/22,"M6_21384, Andre mycangia; same as slantVial 18435"
8261,Euplatypus Project (Dummy Data),11,6/29/22,"M1_21404, Andre mycangia; same as slantVial 18434"
8262,Euplatypus Project (Dummy Data),11,6/29/22,"M3_21398, Andre mycangia; same as slantVial 18433"
8263,Euplatypus Project (Dummy Data),11,6/29/22,"M5_21402, Andre mycangia; same as slantVial 18432"
8264,Euplatypus Project (Dummy Data),11,6/29/22,"M6_21404, Andre mycangia; same as slantVial 18431"
8265,Euplatypus Project (Dummy Data),11,6/28/22,"M4_21390, Andre mycangia; same as slantVial 18430"
8266,Euplatypus Project (Dummy Data),11,7/20/22,"Tried PCR direct from plate, so no physical DNA extraction sample; same as slantVial 18430"
8267,Euplatypus Project (Dummy Data),11,6/28/22,"M3_21386, Andre mycangia; same as slantVial 18429"
8268,Euplatypus Project (Dummy Data),11,7/20/22,"Tried PCR direct from plate, so no physical DNA extraction sample; same as slantVial 18429"
8269,Euplatypus Project (Dummy Data),11,6/28/22,"M4_21432, Andre mycangia; same as slantVial 18428"
8270,Euplatypus Project (Dummy Data),11,7/20/22,"Tried PCR direct from plate, so no physical DNA extraction sample; same as slantVial 18428"
8271,Euplatypus Project (Dummy Data),11,6/28/22,"M3_21384, Andre mycangia; same as slantVial 18427"
8272,Euplatypus Project (Dummy Data),11,7/20/22,"Tried PCR direct from plate, so no physical DNA extraction sample; same as slantVial 18427"
8273,Euplatypus Project (Dummy Data),11,6/28/22,"M5_21384, Andre mycangia; same as slantVial 18426"
8274,Euplatypus Project (Dummy Data),11,7/20/22,"Tried PCR direct from plate, so no physical DNA extraction sample; same as slantVial 18426"
8275,Euplatypus Project (Dummy Data),11,6/28/22,"M2_21401, Andre mycangia; same as slantVial 18425"
8276,Euplatypus Project (Dummy Data),11,6/28/22,"M2_21419, Andre mycangia; same as slantVial 18424"
8277,Euplatypus Project (Dummy Data),11,6/28/22,"M2_21413, Andre mycangia; same as slantVial 18423"
8278,Euplatypus Project (Dummy Data),11,6/28/22,"M2_21407, Andre mycangia; same as slantVial 18422"
8279,Euplatypus Project (Dummy Data),11,6/28/22,"M3_21432, Andre mycangia; same as slantVial 18421"
8280,Euplatypus Project (Dummy Data),11,6/28/22,"M3_21428, Andre mycangia; same as slantVial 18420"
8281,Euplatypus Project (Dummy Data),11,6/28/22,"M2_21425, Andre mycangia; same as slantVial 18419"
8282,Euplatypus Project (Dummy Data),11,6/28/22,"M2_21438, Andre mycangia; same as slantVial 18418"
8283,Euplatypus Project (Dummy Data),11,6/28/22,"M1_21438, Andre mycangia; same as slantVial 18417"
8284,Euplatypus Project (Dummy Data),11,6/28/22,"M2_21431, Andre mycangia; same as slantVial 18416"
8285,Euplatypus Project (Dummy Data),11,6/28/22,"M8_21389, Andre mycangia; same as slantVial 18415"
8286,Euplatypus Project (Dummy Data),11,6/28/22,"M6_21376, Andre mycangia; same as slantVial 18414"
8287,Euplatypus Project (Dummy Data),11,6/28/22,"M3_21376, Andre mycangia; same as slantVial 18413"
8288,Euplatypus Project (Dummy Data),11,6/28/22,"M7_21401, Andre mycangia; same as slantVial 18412"
8289,Euplatypus Project (Dummy Data),11,6/28/22,"M4_21384, Andre mycangia; same as slantVial 18411"
8290,Euplatypus Project (Dummy Data),11,6/28/22,"M4_21380, Andre mycangia; same as slantVial 18410"
8291,Euplatypus Project (Dummy Data),11,6/28/22,"M4_21386, Andre mycangia; same as slantVial 18409"
8292,Euplatypus Project (Dummy Data),11,6/28/22,"M6_21431, Andre mycangia; same as slantVial 18408"
8293,Euplatypus Project (Dummy Data),11,6/28/22,"M1_21416, Andre mycangia; same as slantVial 18407"
8294,Euplatypus Project (Dummy Data),11,6/28/22,"M1_21414, Andre mycangia; same as slantVial 18406"
8295,Euplatypus Project (Dummy Data),11,6/28/22,"M4_21410, Andre mycangia; same as slantVial 18405"
8296,Euplatypus Project (Dummy Data),11,6/28/22,"M1_21408, Andre mycangia; same as slantVial 18404"
8297,Euplatypus Project (Dummy Data),11,6/28/22,"M3_21389, Andre mycangia; same as slantVial 18403"
8298,Euplatypus Project (Dummy Data),11,6/28/22,"M2_21389, Andre mycangia; same as slantVial 18402"
8299,Euplatypus Project (Dummy Data),11,6/28/22,"M2_21383, Andre mycangia; same as slantVial 18401"
8300,Euplatypus Project (Dummy Data),11,6/28/22,"M2_21376, Andre mycangia; same as slantVial 18400"
8301,Euplatypus Project (Dummy Data),11,6/27/22,"M1_21446, Andre mycangia; same as slantVial 18399"
8302,Euplatypus Project (Dummy Data),11,6/27/22,"M1_21444, Andre mycangia; same as slantVial 18398"
8303,Euplatypus Project (Dummy Data),11,6/27/22,"M2_21446, Andre mycangia; same as slantVial 18397"
8304,Euplatypus Project (Dummy Data),11,6/27/22,"M3_21436, Andre mycangia; same as slantVial 18396"
8305,Euplatypus Project (Dummy Data),11,6/27/22,"M2_21482, Andre mycangia; same as slantVial 18395"
8306,Euplatypus Project (Dummy Data),11,6/27/22,"M1_21482, Andre mycangia; same as slantVial 18394"
8307,Euplatypus Project (Dummy Data),11,6/27/22,"M1_21486, Andre mycangia; same as slantVial 18393"
8308,Euplatypus Project (Dummy Data),11,6/27/22,"M1_21480, Andre mycangia; same as slantVial 18392"
8309,Euplatypus Project (Dummy Data),11,6/27/22,"M3_21378, Andre mycangia; same as slantVial 18391"
8310,Euplatypus Project (Dummy Data),11,6/27/22,"M3_21380, Andre mycangia; same as slantVial 18390"
8311,Euplatypus Project (Dummy Data),11,6/27/22,"M2_21440, Andre mycangia; same as slantVial 18389"
8312,Euplatypus Project (Dummy Data),11,6/27/22,"M2_21488, Andre mycangia; same as slantVial 18388"
8313,Euplatypus Project (Dummy Data),11,6/27/22,"M1_21488, Andre mycangia; same as slantVial 18387"
8314,Euplatypus Project (Dummy Data),11,6/27/22,"M2_21494, Andre mycangia; same as slantVial 18386"
8315,Euplatypus Project (Dummy Data),11,6/27/22,"M1_21494, Andre mycangia; same as slantVial 18385"
8316,Euplatypus Project (Dummy Data),11,6/27/22,"M4_21404, Andre mycangia; same as slantVial 18384"
8317,Euplatypus Project (Dummy Data),11,6/27/22,"M3_21416, Andre mycangia; same as slantVial 18383"
8318,Euplatypus Project (Dummy Data),11,6/27/22,"M3_21414, Andre mycangia; same as slantVial 18382"
8319,Euplatypus Project (Dummy Data),11,6/27/22,"M3_21408, Andre mycangia; same as slantVial 18381"
8320,Euplatypus Project (Dummy Data),11,6/27/22,"M4_21420, Andre mycangia; same as slantVial 18380"
8321,Euplatypus Project (Dummy Data),11,6/27/22,"M3_21420, Andre mycangia; same as slantVial 18379"
8322,Euplatypus Project (Dummy Data),11,6/27/22,"M4_21426, Andre mycangia; same as slantVial 18378"
8323,Euplatypus Project (Dummy Data),11,6/27/22,"M3_21426, Andre mycangia; same as slantVial 18377"
8324,Euplatypus Project (Dummy Data),11,6/27/22,"M3_21404, Andre mycangia; same as slantVial 18376"
8325,Euplatypus Project (Dummy Data),11,6/27/22,"M3_21402, Andre mycangia; same as slantVial 18375"
8326,Euplatypus Project (Dummy Data),11,6/27/22,"M2_21398, Andre mycangia; same as slantVial 18374"
8327,Euplatypus Project (Dummy Data),11,6/27/22,"M2_21396, Andre mycangia; same as slantVial 18373"
8328,Euplatypus Project (Dummy Data),11,6/27/22,"M1_21426, Andre mycangia; same as slantVial 18372"
8329,Euplatypus Project (Dummy Data),11,6/27/22,"M1_21420, Andre mycangia; same as slantVial 18371"
8330,Euplatypus Project (Dummy Data),11,6/27/22,"M1_21432, Andre mycangia; same as slantVial 18370"
8331,Euplatypus Project (Dummy Data),11,6/27/22,"M1_21428, Andre mycangia; same as slantVial 18369"
8332,Euplatypus Project (Dummy Data),11,6/27/22,"M5_21390, Andre mycangia; same as slantVial 18368"
8333,Euplatypus Project (Dummy Data),11,6/27/22,"M5_21386, Andre mycangia; same as slantVial 18367"
8334,Euplatypus Project (Dummy Data),11,6/27/22,"M5_21392, Andre mycangia; same as slantVial 18366"
8335,Euplatypus Project (Dummy Data),11,6/27/22,"M6_21390, Andre mycangia; same as slantVial 18365"
8336,Euplatypus Project (Dummy Data),11,6/27/22,"M1_21450, Andre mycangia; same as slantVial 18364"
8337,Euplatypus Project (Dummy Data),11,6/27/22,"M2_21458, Andre mycangia; same as slantVial 18363"
8338,Euplatypus Project (Dummy Data),11,6/27/22,"M3_21452, Andre mycangia; same as slantVial 18362"
8339,Euplatypus Project (Dummy Data),11,6/27/22,"M2_21452, Andre mycangia; same as slantVial 18361"
8340,Euplatypus Project (Dummy Data),11,6/24/22,"M1_21402, Andre mycangia; same as slantVial 18360"
8341,Euplatypus Project (Dummy Data),11,6/24/22,"M3_21404, Andre mycangia; same as slantVial 18359"
8342,Euplatypus Project (Dummy Data),11,6/24/22,"M1_21392, Andre mycangia; same as slantVial 18358"
8343,Euplatypus Project (Dummy Data),11,6/24/22,"M1_21396, Andre mycangia; same as slantVial 18357"
8344,Euplatypus Project (Dummy Data),11,6/24/22,"M1_21384, Andre mycangia; same as slantVial 18356"
8345,Euplatypus Project (Dummy Data),11,6/24/22,"M1_21390, Andre mycangia; same as slantVial 18355"
8346,Euplatypus Project (Dummy Data),11,6/24/22,"M1_21380, Andre mycangia; same as slantVial 18354"
8347,Euplatypus Project (Dummy Data),11,6/24/22,"M1_21378, Andre mycangia; same as slantVial 18353"
8348,Euplatypus Project (Dummy Data),11,3/21/22,"Yeast cultures from E. compositus gut (dissected gut), Andre mycangia; same as slantVial 18348"
8349,Euplatypus Project (Dummy Data),11,3/21/22,"Yeast cultures from E. compositus gut (dissected gut), Andre mycangia; same as slantVial 18348"
8350,Euplatypus Project (Dummy Data),11,2/9/22,"Yeast cultures from E. compositus gut (dissected gut), Andre mycangia; same as slantVial 18347"
8351,Euplatypus Project (Dummy Data),11,2/9/22,"Yeast cultures from E. compositus gut (dissected gut), Andre mycangia; same as slantVial 18347"
8352,Euplatypus Project (Dummy Data),11,2/9/22,"Yeast cultures from E. compositus gut (dissected gut), Andre mycangia; same as slantVial 18346"
8353,Euplatypus Project (Dummy Data),11,2/9/22,"Yeast cultures from E. compositus gut (dissected gut), Andre mycangia; same as slantVial 18346"
8354,Euplatypus Project (Dummy Data),11,10/20/21,"M1 #37, Andre mycangia; same as slantVial 18341"
8355,Euplatypus Project (Dummy Data),11,10/14/21,"M3 #40, Andre mycangia; same as slantVial 18322"
8356,Euplatypus Project (Dummy Data),11,10/12/21,"M2 #40, Andre mycangia; same as slantVial 18294"
8357,Euplatypus Project (Dummy Data),11,10/12/21,"M1 #40, Andre mycangia; same as slantVial 18290"
8358,Euplatypus Project (Dummy Data),11,10/20/21,"M4 #34, Andre mycangia; same as slantVial 18333"
8359,Euplatypus Project (Dummy Data),11,10/20/21,"M2 #34, Andre mycangia; same as slantVial 18332"
8360,Euplatypus Project (Dummy Data),11,11/15/21,"M2 #34, Andre mycangia; same as slantVial 18332"
8361,Euplatypus Project (Dummy Data),11,11/15/21,"M2 #34, Andre mycangia; same as slantVial 18332"
8362,Euplatypus Project (Dummy Data),11,10/20/21,"M3 #34, Andre mycangia; same as slantVial 18331"
8363,Euplatypus Project (Dummy Data),11,10/13/21,"M1 #34, Andre mycangia; same as slantVial 18315"
8364,Euplatypus Project (Dummy Data),11,10/20/21,"M1 #29, Andre mycangia; same as slantVial 18342"
8365,Euplatypus Project (Dummy Data),11,10/20/21,"M1 #25, Andre mycangia; same as slantVial 18335"
8366,Euplatypus Project (Dummy Data),11,10/20/21,"M4 #25, Andre mycangia; same as slantVial 18334"
8367,Euplatypus Project (Dummy Data),11,10/20/21,"M5 #25, Andre mycangia; same as slantVial 18329"
8368,Euplatypus Project (Dummy Data),11,10/13/21,"M1 #28, Andre mycangia; same as slantVial 18317"
8369,Euplatypus Project (Dummy Data),11,10/13/21,"M2 #28, Andre mycangia; same as slantVial 18303"
8370,Euplatypus Project (Dummy Data),11,10/12/21,"M3 #26, Andre mycangia; same as slantVial 18289"
8371,Euplatypus Project (Dummy Data),11,10/12/21,"M4 #29, Andre mycangia; same as slantVial 18288"
8372,Euplatypus Project (Dummy Data),11,10/26/21,"M4 #29, Andre mycangia; same as slantVial 18288"
8373,Euplatypus Project (Dummy Data),11,10/12/21,"M3 #29, Andre mycangia; same as slantVial 18287"
8374,Euplatypus Project (Dummy Data),11,10/14/21,"M2 #23, Andre mycangia; same as slantVial 18324"
8375,Euplatypus Project (Dummy Data),11,10/14/21,"M1 #23, Andre mycangia; same as slantVial 18319"
8376,Euplatypus Project (Dummy Data),11,10/13/21,"M1 #22, Andre mycangia; same as slantVial 18316"
8377,Euplatypus Project (Dummy Data),11,10/13/21,"M1 #22, Andre mycangia; same as slantVial 18314"
8378,Euplatypus Project (Dummy Data),11,10/13/21,"M2 #19, Andre mycangia; same as slantVial 18308"
8379,Euplatypus Project (Dummy Data),11,10/13/21,"M1 #19, Andre mycangia; same as slantVial 18307"
8380,Euplatypus Project (Dummy Data),11,10/12/21,"M1 #22, Andre mycangia; same as slantVial 18296"
8381,Euplatypus Project (Dummy Data),11,10/20/21,"M1 #13, Andre mycangia; same as slantVial 18345"
8382,Euplatypus Project (Dummy Data),11,10/20/21,"M2 #13, Andre mycangia; same as slantVial 18344"
8383,Euplatypus Project (Dummy Data),11,3/21/22,"M2 #13, Andre mycangia; same as slantVial 18344"
8384,Euplatypus Project (Dummy Data),11,3/21/22,"M2 #13, Andre mycangia; same as slantVial 18344"
8385,Euplatypus Project (Dummy Data),11,10/20/21,"M1 #16, Andre mycangia; same as slantVial 18338"
8386,Euplatypus Project (Dummy Data),11,10/20/21,"M3 #13, Andre mycangia; same as slantVial 18330"
8387,Euplatypus Project (Dummy Data),11,10/14/21,"M2 #16, Andre mycangia; same as slantVial 18321"
8388,Euplatypus Project (Dummy Data),11,10/13/21,"M1 #16, Andre mycangia; same as slantVial 18318"
8389,Euplatypus Project (Dummy Data),11,10/20/21,"M2 #10, Andre mycangia; same as slantVial 18337"
8390,Euplatypus Project (Dummy Data),11,10/26/21,"M2 #10, Andre mycangia; same as slantVial 18337"
8391,Euplatypus Project (Dummy Data),11,11/1/21,"M2 #10, Andre mycangia; same as slantVial 18337"
8392,Euplatypus Project (Dummy Data),11,11/15/21,"M2 #10, Andre mycangia; same as slantVial 18337"
8393,Euplatypus Project (Dummy Data),11,11/15/21,"M2 #10, Andre mycangia; same as slantVial 18337"
8394,Euplatypus Project (Dummy Data),11,10/20/21,"M5 #11, Andre mycangia; same as slantVial 18326"
8395,Euplatypus Project (Dummy Data),11,10/26/21,"M5 #11, Andre mycangia; same as slantVial 18326"
8396,Euplatypus Project (Dummy Data),11,11/15/21,"M5 #11, Andre mycangia; same as slantVial 18326"
8397,Euplatypus Project (Dummy Data),11,11/15/21,"M5 #11, Andre mycangia; same as slantVial 18326"
8398,Euplatypus Project (Dummy Data),11,10/14/21,"M1 #10, Andre mycangia; same as slantVial 18320"
8399,Euplatypus Project (Dummy Data),11,10/13/21,"M4 #10, Andre mycangia; same as slantVial 18309"
8400,Euplatypus Project (Dummy Data),11,10/20/21,"M8 #1, Andre mycangia; same as slantVial 18327"
8401,Euplatypus Project (Dummy Data),11,10/13/21,"M2 #4, Andre mycangia; same as slantVial 18310"
8402,Euplatypus Project (Dummy Data),11,10/12/21,"M5 #2, Andre mycangia; same as slantVial 18299"
8403,Euplatypus Project (Dummy Data),11,10/12/21,"M1 #2, Andre mycangia; same as slantVial 18298"
8404,Euplatypus Project (Dummy Data),11,10/12/21,"M3 #5, Andre mycangia; same as slantVial 18292"
8405,Euplatypus Project (Dummy Data),11,10/26/21,"M3 #5, Andre mycangia; same as slantVial 18292"
8406,Euplatypus Project (Dummy Data),11,11/1/21,"M3 #5, Andre mycangia; same as slantVial 18292"
8407,Euplatypus Project (Dummy Data),11,10/12/21,"M3 #4, Andre mycangia; same as slantVial 18291"
8408,Euplatypus Project (Dummy Data),11,10/26/21,"M3 #4, Andre mycangia; same as slantVial 18291"
8409,Euplatypus Project (Dummy Data),11,11/1/21,"M3 #4, Andre mycangia; same as slantVial 18291"
8410,Euplatypus Project (Dummy Data),11,3/21/22,"M3 #4, Andre mycangia; same as slantVial 18291"
8411,Euplatypus Project (Dummy Data),11,3/21/22,"M3 #4, Andre mycangia; same as slantVial 18291"
8412,Euplatypus Project (Dummy Data),11,10/20/21,"M6 #34 (WA), Andre mycangia; same as slantVial 18339"
8413,Euplatypus Project (Dummy Data),11,10/13/21,"M4 #30 (WA), Andre mycangia; same as slantVial 18312"
8414,Euplatypus Project (Dummy Data),11,10/12/21,"M2 #25 (WA), Andre mycangia; same as slantVial 18301"
